xyzid,SMILES,solvent,exp. abs. energy[eV],b3lyp cal. abs. energy[eV],b3lyp delta[eV],wb97 cal. abs. energy[eV],wb97 delta[eV],wb97x cal. abs. energy[eV],wb97x delta[eV],wpbeh cal. abs. energy[eV],wpbeh delta,pbe0 cal. abs. energy[eV],pbe0 delta[eV],camb3lyp cal. abs. energy[eV],camb3lyp delta[eV]
102, OCCN(c1ccc(cc1)N=Nc1scc(n1)c1ccc(cc1Cl)Cl)CC,"n,n-dimethylformamide",2.254,2.875,0.621,2.898,0.644,3.119,0.865,3.198,0.944,2.95,0.696,3.186,0.932
103, OCCN(c1ccc(cc1)C=C1C(=O)N(CC)C(=S)N(C1=O)CC)C,"n,n-dimethylformamide",2.46,2.997,0.537,2.949,0.489,3.13,0.67,3.229,0.769,3.066,0.606,3.232,0.772
104, OC(=O)c1ccccc1C(=O)c1c2cc(ccn2c2c1C(=O)c1ccccc1C2=O)C(C)(C)C,"n,n-dimethylformamide",2.445,4.034,1.589,3.908,1.463,4.196,1.751,4.317,1.872,4.208,1.763,4.305,1.86
105, OCCN(c1ccc(c(c1)Cl)N=Nc1scc(n1)c1ccc(cc1Cl)Cl)CCO,"n,n-dimethylformamide",2.066,2.876,0.81,3.015,0.949,3.229,1.163,3.302,1.236,2.961,0.895,3.267,1.201
106, O=c1[nH][nH]c(=O)c2c1cc1nc3c(nc1c2)c1ccccc1c1c3cccc1,"n,n-dimethylformamide",3.017,3.98,0.963,4.257,1.24,4.593,1.576,4.725,1.708,4.16,1.143,4.689,1.672
107, O=c1[nH][nH]c(=O)c2c1cc1nc(c3ccccc3)c(nc1c2)c1ccccc1,"n,n-dimethylformamide",3.406,3.331,-0.075,3.619,0.213,3.911,0.505,4.022,0.616,3.475,0.069,4.007,0.601
108, O=C1NNC(c2c1c1nc(c3ccccc3)c(nc1cc2)c1ccccc1)O,"n,n-dimethylformamide",3.378,3.419,0.041,4.629,1.251,5.002,1.624,5.134,1.756,3.561,0.183,5.122,1.744
109, O=C1CCC(=O)c2c1c1nc3c(nc1c1c2cccc1)ccc1c3cnnc1,"n,n-dimethylformamide",3.069,3.018,-0.051,3.271,0.202,3.547,0.478,3.643,0.574,3.162,0.093,3.619,0.55
110, O=c1c2cccc3c2c2c(c1=O)cccc2c(=O)c3=O,"n,n-dimethylformamide",4.275,3.807,-0.468,3.924,-0.351,4.255,-0.02,4.379,0.104,3.981,-0.294,4.404,0.129
111, [CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccccc1OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],chloroform,3.815,1.96,-1.855,1.238,-2.577,2.862,-0.953,3.203,-0.612,2.08,-1.735,2.609,-1.206
112, O=C1c2ccccc2C(=O)c2c1c(ccc2c1ccccc1)c1ccccc1,chloroform,4.679,3.98,-0.699,4.269,-0.41,4.605,-0.074,5.098,0.419,4.136,-0.543,5.014,0.335
113, [CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccccc1Cl)[C-]1C=CC=C1.[Fe+2],chloroform,3.815,1.019,-2.796,3.331,-0.484,3.86,0.045,2.886,-0.929,1.13,-2.685,3.8,-0.015
114, [CH-]1C=CC=C1.COc1ccc(cc1)c1noc(n1)c1nnc(o1)C=C[C-]1C=CC=C1.[Fe+2],chloroform,4.824,1.948,-2.876,2.442,-2.382,2.673,-2.151,2.758,-2.066,2.212,-2.612,2.621,-2.203
115, [CH-]1C=CC=C1.CCCOc1ccc(nn1)N1N=C(CC1c1ccc(cc1Cl)Cl)[C-]1C=CC=C1.[Fe+2],chloroform,3.839,1.9,-1.939,2.898,-0.941,3.607,-0.232,3.222,-0.617,1.479,-2.36,1.719,-2.12
116, [CH-]1C=CC=C1.C1=C[C-](C=C1)C=Cc1nnc(o1)c1onc(n1)c1ccccc1.[Fe+2],chloroform,3.792,2.994,-0.798,4.126,0.334,3.956,0.164,3.764,-0.028,3.475,-0.317,4.141,0.349
117, O=C1NC(Nc2c1cccc2)c1ccncc1,chloroform,3.647,5.495,1.848,5.796,2.149,6.288,2.641,6.459,2.812,4.153,0.506,6.482,2.835
118, N=C1C(=O)Oc2c(C1=N)cccc2,chloroform,3.315,5.675,2.36,5.142,1.827,5.555,2.24,5.72,2.405,5.892,2.577,5.73,2.415
119, O=C1NC(Nc2c1cccc2)c1ccccn1,chloroform,3.647,5.327,1.68,5.784,2.137,6.277,2.63,6.448,2.801,5.555,1.908,6.476,2.829
120, O=C(c1ccccc1)c1ccc(cc1)c1scc(c1)NC(=O)C(=C)C,chloroform,4.94,3.403,-1.537,3.944,-0.996,4.219,-0.721,4.354,-0.586,3.583,-1.357,4.272,-0.668
121, N=C1Cc2ccccc2OC1=O,chloroform,3.388,6.842,3.454,6.653,3.265,7.194,3.806,7.38,3.992,7.074,3.686,7.426,4.038
122, N#Cc1ccc(nc1)c1ccc(cc1)F,chloroform,3.769,4.208,0.439,4.365,0.596,4.641,0.872,4.749,0.98,4.341,0.572,4.701,0.932
123, [CH-]1C=CC=C1.Cc1ccc(cc1)c1noc(n1)c1nnc(o1)C=C[C-]1C=CC=C1.[Fe+2],chloroform,3.78,2.369,-1.411,3.343,-0.437,3.675,-0.105,2.922,-0.858,2.489,-1.291,2.934,-0.846
124, N#Cc1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3,chloroform,3.803,4.329,0.526,4.557,0.754,4.906,1.103,5.014,1.211,4.461,0.658,4.93,1.127
125, O=C1NC(Nc2c1cccc2)c1cccnc1,chloroform,3.732,5.507,1.775,5.818,2.086,6.266,2.534,6.43,2.698,5.892,2.16,6.454,2.722
126, c1cnno1,chloroform,4.217,8.541,4.324,6.035,1.818,8.716,4.499,9.051,4.834,8.958,4.741,8.982,4.765
127, [CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccc(cc1Cl)Cl)[C-]1C=CC=C1.[Fe+2],chloroform,3.827,3.764,-0.063,1.467,-2.36,4.329,0.502,4.486,0.659,4.088,0.261,4.543,0.716
128, N#Cc1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccc(cc1CC2)Br)ccc(c3)Br,chloroform,3.107,4.257,1.15,4.509,1.402,4.834,1.727,4.93,1.823,4.377,1.27,4.834,1.727
129, c1csc(c1)c1ccc2c3c1ccc1c3c(cc2)ccc1,chloroform,3.573,3.421,-0.152,3.583,0.01,3.817,0.244,3.932,0.359,3.53,-0.043,3.903,0.33
130, c1csc(c1)c1ccc2c3c1ccc1c3c(cc2)c(cc1)c1cccs1,chloroform,3.342,3.146,-0.196,3.36,0.018,3.597,0.255,3.713,0.371,3.256,-0.086,3.68,0.338
131, c1ccc(cc1)C#Cc1cc(C#Cc2ccccc2)nc(n1)C#Cc1ccccc1,chloroform,3.636,3.788,0.152,4.028,0.392,4.305,0.669,4.425,0.789,3.944,0.308,4.413,0.777
132, [O-][N+](=O)c1c(cccc1N(C)C)C=Cc1ccccc1,chloroform,2.904,4.244,1.34,4.398,1.494,4.701,1.797,4.81,1.906,4.392,1.488,4.798,1.894
133, [CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccc(cc1)OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],chloroform,3.803,2.068,-1.735,3.439,-0.364,3.739,-0.064,3.872,0.069,2.285,-1.518,3.851,0.048
134, [CH-]1C=CC=C1.FC(c1ccc(cc1)c1noc(n1)c1nnc(o1)C=C[C-]1C=CC=C1)(F)F.[Fe+2],chloroform,3.769,2.309,-1.46,2.477,-1.292,2.826,-0.943,2.91,-0.859,2.417,-1.352,2.922,-0.847
135, [CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1OCc1ccccc1)[C-]1C=CC=C1.[Fe+2],chloroform,3.803,2.561,-1.242,3.165,-0.638,3.571,-0.232,3.896,0.093,2.104,-1.699,3.259,-0.544
136, [CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1Cl)[C-]1C=CC=C1.[Fe+2],chloroform,3.815,3.788,-0.027,3.896,0.081,4.323,0.508,4.478,0.663,4.1,0.285,4.52,0.705
137, [CH-]1C=CC=C1.Clc1ccc(nn1)N1N=C(CC1c1ccccc1)[C-]1C=CC=C1.[Fe+2],chloroform,3.803,2.273,-1.53,3.09,-0.713,3.535,-0.268,3.812,0.009,2.561,-1.242,3.619,-0.184
138, N#CC(=C1C=C(C=Cc2ccc(cc2)N(c2ccccc2)c2ccccc2)OC(=C1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C#N,chloroform,2.535,2.958,0.423,2.994,0.459,3.23,0.695,3.307,0.772,3.114,0.579,3.234,0.699
139, Cc1ccc(s1)c1c2sc(cc2c(c2c1cc(s2)Br)c1ccc(s1)C)Br,chloroform,3.563,4.377,0.814,4.425,0.862,4.725,1.162,4.894,1.331,4.509,0.946,4.87,1.307
140, Fc1ccccc1c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3,chloroform,3.839,4.533,0.694,4.653,0.814,4.978,1.139,5.122,1.283,4.653,0.814,5.05,1.211
141, CCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1cc(C)cc2,chloroform,2.931,2.706,-0.225,3.287,0.356,3.758,0.827,3.763,0.832,2.892,-0.039,3.685,0.754
142, CCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1cc(Cl)c(c2)C,chloroform,2.87,2.611,-0.259,3.413,0.543,3.662,0.792,3.701,0.831,2.804,-0.066,3.605,0.735
143, CCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1ccc(c2)C,chloroform,2.924,2.693,-0.231,3.427,0.503,3.668,0.744,3.739,0.815,2.872,-0.052,3.654,0.73
144, CCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1ccc(c2)O,chloroform,2.938,3.595,0.657,3.474,0.536,3.708,0.77,3.779,0.841,3.788,0.85,3.692,0.754
145, CCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1ccc(c2O)O,chloroform,2.904,3.631,0.727,3.475,0.571,3.685,0.781,3.767,0.863,3.836,0.932,3.682,0.778
146, CCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1cccc2,chloroform,2.924,2.667,-0.257,3.416,0.492,3.65,0.726,3.73,0.806,2.852,-0.072,3.652,0.728
147, CCN(c1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccc(cc1CC2)Br)ccc(c3)Br)CC,chloroform,2.792,4.401,1.609,3.559,0.767,3.847,1.055,3.948,1.156,4.557,1.765,3.891,1.099
148, CC(c1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3)C,chloroform,3.454,4.365,0.911,4.653,1.199,4.341,0.887,4.401,0.947,4.497,1.043,4.966,1.512
149, CCN1c2ccc3c(c2C(C1=CC1=C([O-])C(=CC2=[N+](CC)c4c(C2(C)C)c2ccccc2cc4)C1=O)(C)C)cccc3,chloroform,1.863,2.265,0.402,2.13,0.267,2.263,0.4,2.308,0.445,2.308,0.445,2.337,0.474
150, CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)C,chloroform,3.729,3.918,0.189,3.61,-0.119,3.937,0.208,4.005,0.276,4.035,0.306,3.867,0.138
151, CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)Cl,chloroform,3.757,3.956,0.199,4.641,0.884,4.03,0.273,4.116,0.359,4.064,0.307,4.045,0.288
152, CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)F,chloroform,3.769,3.98,0.211,4.557,0.788,3.898,0.129,3.99,0.221,4.148,0.379,5.002,1.233
153, CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccc(cc1)OC,chloroform,3.987,3.73,-0.257,3.607,-0.38,3.908,-0.079,4.021,0.034,3.85,-0.137,3.93,-0.057
154, CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1ccco1,chloroform,3.763,3.786,0.023,3.549,-0.214,3.86,0.097,3.93,0.167,3.895,0.132,3.86,0.097
155, CCOc1nc(cc(c1C#N)c1ccc(cc1)N1CCOCC1)c1cccs1,chloroform,3.746,3.755,0.009,3.52,-0.226,3.809,0.063,3.913,0.167,3.875,0.129,3.831,0.085
156, CCOc1nc2c(c(c1C#N)c1ccc(cc1)N1CCOCC1)CSc1c2cccc1,chloroform,5.166,3.968,-1.198,4.581,-0.585,5.026,-0.14,5.182,0.016,4.365,-0.801,5.074,-0.092
157, CCN1c2ccc3c(c2C(C1=CC1=C([O-])C(=CC2=[N+](CC)c4c(C2(C)C)cccc4)C1=O)(C)C)cccc3,chloroform,1.907,2.342,0.435,2.174,0.267,2.305,0.398,2.355,0.448,2.382,0.475,2.384,0.477
158, CC(c1ccc(cc1)OCc1c2ccccc2cc2c1cccc2)(c1ccc(cc1)OCc1c2ccccc2cc2c1cccc2)C,chloroform,3.493,3.367,-0.126,3.499,0.006,3.715,0.222,3.812,0.319,3.463,-0.03,3.8,0.307
159, CC(C=Cc1c2ccccc2cc2c1cccc2)(C=Cc1c2ccccc2cc2c1cccc2)C,chloroform,3.289,3.246,-0.043,3.355,0.066,3.595,0.306,3.691,0.402,3.331,0.042,3.691,0.402
160, C=CCNc1ccc2c3c1cccc3c(=O)n(c2=O)c1ccc2c(c1)nn(n2)c1ccccc1O,chloroform,2.924,3.178,0.254,3.295,0.371,3.54,0.616,3.6,0.676,3.273,0.349,3.627,0.703
161, Cn1c2ccc(cc2c2c1cccc2)C=C(c1ccc(s1)C=C(C(=O)O)C#N)C#N,chloroform,2.541,3.295,0.754,3.523,0.982,3.497,0.956,3.512,0.971,3.499,0.958,4.22,1.679
162, Clc1nc(C#Cc2ccc(cc2)N(C)C)cc(n1)C#Cc1ccc(cc1)N(C)C,chloroform,2.857,2.68,-0.177,3.121,0.264,3.382,0.525,3.476,0.619,2.815,-0.042,3.408,0.551
163, Clc1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3,chloroform,3.769,4.413,0.644,4.629,0.86,4.401,0.632,4.479,0.71,4.533,0.764,4.978,1.209
164, Clc1ccc(cc1)C(=O)c1ccc(cc1)c1scc(c1)NC(=O)C(=C)C,chloroform,4.843,3.335,-1.508,3.925,-0.918,4.211,-0.632,4.302,-0.541,3.523,-1.32,4.229,-0.614
165, Cc1ccc(s1)c1ccc(s1)Br,chloroform,1.316,3.92,2.604,4.021,2.705,4.248,2.932,4.365,3.049,4.033,2.717,4.316,3
166, Cc1ccc(s1)c1c2sccc2c(c2c1ccs2)c1ccc(s1)C,chloroform,3.502,3.483,-0.019,3.622,0.12,3.919,0.417,4.033,0.531,3.554,0.052,4.058,0.556
167, Brc1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccc(cc1CC2)Br)ccc(c3)Br,chloroform,3.839,4.317,0.478,4.569,0.73,4.762,0.923,4.87,1.031,4.425,0.586,4.894,1.055
168, Brc1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3,chloroform,3.815,4.413,0.598,4.629,0.814,4.413,0.598,4.477,0.662,4.533,0.718,4.978,1.163
169, Brc1ccc2c(c1)CCc1c2c(nc2c1c1ccc(cc1CC2)Br)c1ccc(cc1)C(F)(F)F,chloroform,3.583,4.329,0.746,4.581,0.998,4.749,1.166,4.87,1.287,4.437,0.854,4.894,1.311
170, Brc1ccc2c(c1)CCc1c2c(nc2c1c1ccc(cc1CC2)Br)c1ccc(cc1)N(C)C,chloroform,2.883,3.201,0.318,4.581,1.698,4.013,1.13,4.082,1.199,4.677,1.794,4.036,1.153
171, Brc1ccc2c(c1)CCc1c2c(nc2c1c1ccc(cc1CC2)Br)c1ccc(cc1)O,chloroform,3.378,4.341,0.963,4.629,1.251,4.281,0.903,4.389,1.011,4.461,1.083,4.93,1.552
172, Brc1ccc2c(c1)CCc1c2c(nc2c1c1ccc(cc1CC2)Br)c1ccc(cc1)[N+](=O)[O-],chloroform,3.542,4.16,0.618,4.485,0.943,4.786,1.244,4.894,1.352,4.329,0.787,4.846,1.304
173, Brc1ccc2c(c1)CCc1c2c(nc2c1c1ccc(cc1CC2)Br)c1ccccc1,chloroform,3.615,4.353,0.738,4.605,0.99,4.401,0.786,4.509,0.894,4.461,0.846,4.93,1.315
174, C(CN1C(=O)C(=Cc2sc3c(c2)sc(c3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)C(=C(C1=O)C#N)C)CC,chloroform,2.171,1.947,-0.224,2.599,0.428,2.745,0.574,2.832,0.661,2.065,-0.106,2.705,0.534
175, C(Cn1c2cc(sc2c2c1cc(s2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1)CC,chloroform,2.033,2.143,0.11,2.75,0.717,2.939,0.906,3.021,0.988,2.281,0.248,2.895,0.862
176, C(Cn1c2cc(sc2c2c1cc(s2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C=C1C(=O)N(CC(C)CC)C(=O)C(=C1C)C#N)CC,chloroform,1.997,1.882,-0.115,2.372,0.375,2.528,0.531,2.594,0.597,1.996,-0.001,2.495,0.498
177, C1CC2=Cc3ccc([nH]3)C=c3[nH]c(=Cc4[nH]c(C=C1N2)cc4)cc3,chloroform,1.734,2.434,0.7,2.817,1.083,3.098,1.364,3.212,1.478,2.545,0.811,3.221,1.487
178, CCOc1nc2c(c(c1C#N)c1ccc(cc1)N1CCOCC1)Cc1c2cccc1,chloroform,3.746,3.935,0.189,3.643,-0.103,3.953,0.207,4.04,0.294,4.037,0.291,3.963,0.217
179, CN(c1ccc(cc1)C=C1CCC(=Cc2ccc(cc2)N(C)C)C1=C(C#N)C#N)C,chloroform,2.226,2.077,-0.149,2.457,0.231,2.681,0.455,2.731,0.505,2.145,-0.081,2.689,0.463
180, CN(c1ccccc1)c1ccc(cc1)C=Cc1cc(=O)oc2c1ccc(c2)C,chloroform,2.924,2.868,-0.056,3.4,0.476,3.625,0.701,3.711,0.787,3.005,0.081,3.641,0.717
181, CN1c2ccc(cc2C(C1=CC1=C([O-])C(=CC2=[N+](C)c3c(C2(C)C)cc(cc3)c2ccccc2)C1=O)(C)C)c1ccccc1,chloroform,1.883,2.268,0.385,2.116,0.233,2.261,0.378,2.311,0.428,2.321,0.438,2.346,0.463
182, COc1c(OC)cc(cc1OC)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1cc(OC)c(c(c1)OC)O)C=C3)c1cc(OC)c(c(c1)OC)O)[nH]2)c1cc(OC)c(c(c1)OC)O,chloroform,1.715,2.934,1.219,3.283,1.568,3.499,1.784,3.607,1.892,3.102,1.387,3.607,1.892
183, COc1c(OC)cc(cc1OC)c1nc2CCc3c(c2c2c1c1ccc(cc1CC2)Br)ccc(c3)Br,chloroform,3.315,4.076,0.761,4.798,1.483,3.727,0.412,4.028,0.713,3.776,0.461,3.788,0.473
184, COc1c(OC)cc(cc1OC)c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3,chloroform,3.862,4.353,0.491,4.713,0.851,4.834,0.972,4.966,1.104,4.485,0.623,4.978,1.116
185, COc1cc(C#Cc2cc(C#Cc3cc(OC)c(c(c3)OC)OC)nc(n2)C#Cc2cc(OC)c(c(c2)OC)OC)cc(c1OC)OC,chloroform,3.369,3.391,0.022,3.836,0.467,4.148,0.779,4.257,0.888,3.583,0.214,4.202,0.833
186, COc1cc(OC)cc2c1cc(c1ccccc1)c(=O)o2,chloroform,3.563,3.68,0.117,3.656,0.093,3.946,0.383,4.096,0.533,3.797,0.234,4.093,0.53
187, COc1ccc(cc1)C#Cc1cc(C#Cc2ccc(cc2)OC)nc(n1)C#Cc1ccc(cc1)OC,chloroform,3.701,3.487,-0.214,3.8,0.099,4.096,0.395,4.208,0.507,3.643,-0.058,4.184,0.483
188, COc1ccc(cc1)C(=O)SCCC[Si](OC)(OC)OC,chloroform,4.397,4.447,0.05,4.406,0.009,4.769,0.372,4.894,0.497,4.597,0.2,4.933,0.536
189, COc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)NC(=O)C)C=C3)c1ccc(cc1)OC)[nH]2)c1ccc(cc1)OC,chloroform,1.72,3.174,1.454,3.355,1.635,3.547,1.827,3.619,1.899,3.283,1.563,3.583,1.863
190, COc1ccc(cc1)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(cc1)O)C=C3)c1ccc(cc1)O)[nH]2)c1ccc(cc1)O,chloroform,1.722,3.198,1.476,3.331,1.609,3.523,1.801,3.619,1.897,3.295,1.573,3.607,1.885
191, COc1ccc(cc1)C1=c2ccc(=C(C3=NC(=C(c4[nH]c(C(=C5N=C1C=C5)c1ccc(cc1)OC)cc4)c1ccc(cc1)N)C=C3)c1ccc(cc1)OC)[nH]2,chloroform,1.72,3.174,1.454,3.307,1.587,3.511,1.791,3.607,1.887,3.295,1.575,3.559,1.839
192, COc1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccc(cc1CC2)Br)ccc(c3)Br,chloroform,3.434,2.958,-0.476,4.834,1.4,3.727,0.293,5.182,1.748,4.725,1.291,3.379,-0.055
193, COc1ccc(cc1)n1c2cc(sc2c2c1cc(s2)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,chloroform,2.033,2.111,0.078,2.742,0.709,2.933,0.9,3.039,1.006,2.271,0.238,2.918,0.885
194, COc1ccc(cc1OC)C1=C2C=CC(=N2)C(=c2ccc(=C(C3=NC(=C(c4[nH]c1cc4)c1ccc(c(c1)OC)O)C=C3)c1ccc(c(c1)OC)O)[nH]2)c1ccc(c(c1)OC)O,chloroform,1.708,3.126,1.418,3.331,1.623,3.535,1.827,3.619,1.911,3.259,1.551,3.619,1.911
195, COc1ccc(cc1OC)c1nc2CCc3c(c2c2c1c1ccc(cc1CC2)Br)ccc(c3)Br,chloroform,3.306,4.269,0.963,4.581,1.275,4.184,0.878,4.285,0.979,4.389,1.083,4.882,1.576
196, COc1ccc(cc1OC)c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3,chloroform,3.827,3.776,-0.051,4.641,0.814,4.293,0.466,4.425,0.598,3.877,0.05,4.401,0.574
197, COc1ccc2c(c1)oc(=O)c(c2)c1cscc1,chloroform,3.333,3.67,0.337,3.718,0.385,3.977,0.644,4.114,0.781,3.789,0.456,4.11,0.777
198, N#CC(=C1C=C(C=Cc2ccc(cc2)N(C)C)OC(=C1)C=Cc1ccc(cc1)N(C)C)C#N,chloroform,2.564,3.259,0.695,3.059,0.495,3.269,0.705,3.348,0.784,3.379,0.815,3.298,0.734
199, CO[Si](CCCSC(=O)c1nccnc1)(OC)OC,chloroform,4.714,5.182,0.468,5.844,1.13,5.916,1.202,6.085,1.371,5.315,0.601,6.109,1.395
200, Cn1c2ccc(cc2c2c1cccc2)C=C(c1ccc(s1)C=C1C(=O)NC(=O)NC1=O)C#N,chloroform,2.366,3.246,0.88,2.971,0.605,3.059,0.693,3.349,0.983,3.439,1.073,3.293,0.927
201, CO[Si](CCCSC(=O)c1ncccc1C(=O)SCCC[Si](OC)(OC)OC)(OC)OC,chloroform,4.366,4.172,-0.194,5.206,0.84,5.796,1.43,5.952,1.586,4.341,-0.025,5.952,1.586
202, CO[Si](CCCSC(=O)c1cccs1)(OC)OC,chloroform,4.32,4.323,0.003,4.315,-0.005,4.656,0.336,4.779,0.459,4.495,0.175,4.805,0.485
203, CN1c2ccc(cc2Sc2c1ccc(c2)C=Cc1cc(=O)oc2c1ccc(c2)C)C=Cc1cc(=O)oc2c1ccc(c2)C,chloroform,2.811,3.643,0.832,4.004,1.193,4.341,1.53,4.461,1.65,3.812,1.001,4.449,1.638
204, CN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1cc(C)cc2,chloroform,2.931,3.595,0.664,3.486,0.555,3.685,0.754,3.708,0.777,3.788,0.857,3.625,0.694
205, CN1c2ccc(cc2Sc2c1cccc2)C=Cc1cc(=O)oc2c1ccc(c2)C,chloroform,2.924,3.583,0.659,3.435,0.511,3.668,0.744,3.711,0.787,3.788,0.864,3.65,0.726
206, CN1c2ccccc2C(C1=CC1=C([O-])C(=CC2=[N+](C)c3c(C2(C)C)cccc3)C1=O)(C)C,chloroform,1.945,2.384,0.439,2.152,0.207,2.32,0.375,2.355,0.41,2.418,0.473,2.385,0.44
207, CO[Si](CCCSC(=O)CSc1ccccc1)(OC)OC,chloroform,4.979,5.94,0.961,5.916,0.937,6.169,1.19,7.156,2.177,6.118,1.139,6.256,1.277
208, CO[Si](CCCSC(=O)c1ccc(cc1)c1ccccc1)(OC)OC,chloroform,4.275,4.1,-0.175,4.344,0.069,4.587,0.312,4.725,0.45,4.257,-0.018,4.694,0.419
209, CO[Si](CCCSC(=O)c1cccc(n1)C(=O)SCCC[Si](OC)(OC)OC)(OC)OC,chloroform,4.189,4.401,0.212,4.329,0.14,4.846,0.657,4.858,0.669,4.581,0.392,4.894,0.705
210, CO[Si](CCCSC(=O)c1ccccc1)(OC)OC,chloroform,4.558,5.447,0.889,5.438,0.88,6.979,2.421,7.162,2.604,5.612,1.054,7.157,2.599
211, CO[Si](CCCSC(=O)c1ccccc1C)(OC)OC,chloroform,4.428,4.653,0.225,5.354,0.926,6.769,2.341,6.933,2.505,4.81,0.382,6.923,2.495
212, CO[Si](CCCSC(=O)c1ccccc1Cl)(OC)OC,chloroform,4.525,4.737,0.212,5.976,1.451,6.425,1.9,6.599,2.074,6.242,1.717,6.641,2.116
213, CO[Si](CCCSC(=O)c1ccccc1N)(OC)OC,chloroform,3.563,6.023,2.46,5.519,1.956,5.976,2.413,6.15,2.587,6.19,2.627,6.188,2.625
214, CO[Si](CCCSC(=O)c1ccccc1O)(OC)OC,chloroform,4.012,5.413,1.401,6.095,2.083,6.542,2.53,6.722,2.71,5.569,1.557,6.752,2.74
215, CO[Si](CCCSC(=O)c1ccccc1S)(OC)OC,chloroform,3.936,5.651,1.715,5.651,1.715,6.025,2.089,6.191,2.255,5.844,1.908,6.209,2.273
216, CO[Si](CCCSC(=O)c1ccccc1[N+](=O)[O-])(OC)OC,chloroform,4.679,4.774,0.095,4.934,0.255,5.67,0.991,5.408,0.729,5.038,0.359,5.907,1.228
217, CO[Si](CCCSC(=O)c1ccccn1)(OC)OC,chloroform,4.679,5.387,0.708,5.651,0.972,5.97,1.291,4.942,0.263,5.627,0.948,4.99,0.311
218, CO[Si](CCCSC(=O)c1cccnc1)(OC)OC,chloroform,4.679,5.699,1.02,5.591,0.912,4.942,0.263,5.074,0.395,5.76,1.081,5.122,0.443
219, CO[Si](CCCSC(=O)c1ccco1)(OC)OC,chloroform,4.381,4.538,0.157,4.489,0.108,4.834,0.453,4.956,0.575,4.699,0.318,4.999,0.618
220, CO[Si](CCCSC(=O)c1ccncc1)(OC)OC,chloroform,4.679,4.413,-0.266,5.772,1.093,6.081,1.402,6.228,1.549,6,1.321,7.132,2.453
221, Cn1c2ccc(cc2c2c1cccc2)C=C(c1ccc(s1)C=C1SC(=S)N(C1=O)CC(=O)O)C#N,chloroform,2.46,2.171,-0.289,3.066,0.606,3.271,0.811,3.181,0.721,2.318,-0.142,2.985,0.525
222, Cc1ccc(o1)C1NC(=O)c2c(N1)cccc2,chloroform,3.759,5.964,2.205,5.844,2.085,6.124,2.365,6.306,2.547,6.119,2.36,6.277,2.518
